"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage","accession","Code1","Annotation","Code2","Species","BiologicalProcess","GOTerms","Pathway","ProteinCode"
"CHOYP_1433Z.1.1|m.17045","Eelgrass-Bare",0.506301247638788,0.566463409520536,0.893793383878634,16,0.384679898112678,0.942060864972504,NA,0,0,"sp|Q2F637|1433Z_BOMMO","1433Z_BOMMO","14-3-3 protein zeta","14-3-3zeta","Bombyx mori (Silk moth)","0","GO:0005737","0","PF00244;"
"CHOYP_BRAFLDRAFT_91394.1.1|m.16068","Eelgrass-Bare",0.812211158374586,0.681722711022989,1.19140985805767,16,0.250866756266745,0.872936622060819,NA,0,0,"sp|Q9CQF9|PCYOX_MOUSE","PCYOX_MOUSE","Prenylcysteine oxidase (EC 1.8.3.5)","Pcyox1 Kiaa0908","Mus musculus (Mouse)","prenylated protein catabolic process [GO:0030327]; prenylcysteine catabolic process [GO:0030328]","GO:0001735; GO:0005764; GO:0005774; GO:0005886; GO:0008555; GO:0030327; GO:0030328; GO:0034361; GO:0070062","0","PF07156;"
"CHOYP_BRAFLDRAFT_91636.1.11|m.28449","Eelgrass-Bare",-1.32002685807566,0.736767122064674,-1.79164734492562,16,0.0921209034997732,0.835364477495249,NA,0,0,"sp|Q53G44|IF44L_HUMAN","IF44L_HUMAN","Interferon-induced protein 44-like","IFI44L C1orf29 GS3686","Homo sapiens (Human)","defense response to virus [GO:0051607]","GO:0005525; GO:0005654; GO:0005737; GO:0051607","0","PF01926;"
"CHOYP_BRAFLDRAFT_92073.2.3|m.36936","Eelgrass-Bare",-0.384968664353835,0.334682821394408,-1.15024925017041,16,0.266943491454979,0.883221066886587,NA,0,0,"sp|Q09624|PKD1_CAEEL","PKD1_CAEEL","Location of vulva defective 1 (Polycystic kidney disease 1 protein homolog) (Polycystin-1)","lov-1 pkd-1 ZK945.9/ZK945.10","Caenorhabditis elegans","detection of mechanical stimulus [GO:0050982]; male mating behavior [GO:0060179]; mating behavior [GO:0007617]; response to hermaphrodite contact [GO:0034606]; vulval location [GO:0034608]","GO:0005262; GO:0005929; GO:0007617; GO:0016020; GO:0016021; GO:0019904; GO:0031513; GO:0034606; GO:0034608; GO:0043025; GO:0050982; GO:0060179","0","PF08016;PF01477;"
"CHOYP_BRAFLDRAFT_92365.3.3|m.51160","Eelgrass-Bare",-2.33375557131289,1.39072398020756,-1.67808681271505,14,0.115503403795935,0.844827918361781,NA,0.1,0,"sp|B3EWY9|MLP_ACRMI","MLP_ACRMI","Mucin-like protein (Fragment)","0","Acropora millepora (Staghorn coral)","cell-matrix adhesion [GO:0007160]","GO:0005509; GO:0007160; GO:0016021","0","PF12662;PF06119;PF00090;PF00094;"
"CHOYP_BRAFLDRAFT_92410.1.1|m.36946","Eelgrass-Bare",0.815943900318708,0.683139377975393,1.19440326033745,16,0.249727049439059,0.872936622060819,NA,0,0,"sp|P42674|BP10_PARLI","BP10_PARLI","Blastula protease 10 (EC 3.4.24.-)","BP10","Paracentrotus lividus (Common sea urchin)","0","GO:0004222; GO:0005615; GO:0005938; GO:0008270; GO:0048471","0","PF01400;PF00431;"
"CHOYP_BRAFLDRAFT_92727.7.17|m.32799","Eelgrass-Bare",-1.54451361954611,1.54873956147031,-0.997271366968771,14,0.335558395420356,0.914261193220324,NA,0.1,0,"sp|Q9ESN6|TRIM2_MOUSE","TRIM2_MOUSE","Tripartite motif-containing protein 2 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRIM2) (Neural activity-related RING finger protein)","Trim2 Kiaa0517 Narf","Mus musculus (Mouse)","regulation of neuron apoptotic process [GO:0043523]","GO:0004842; GO:0005737; GO:0008270; GO:0016874; GO:0017022; GO:0043523; GO:0061630","PATHWAY: Protein modification; protein ubiquitination.","PF00630;PF01436;PF00643;PF13445;"
"CHOYP_BRAFLDRAFT_93126.2.3|m.15451","Eelgrass-Bare",0.348575523449256,1.40927794117544,0.247343347443954,16,0.807788450874476,0.994769849747695,NA,0,0,"sp|Q5ZM73|MIRO1_CHICK","MIRO1_CHICK","Mitochondrial Rho GTPase 1 (MIRO-1) (EC 3.6.5.-) (Ras homolog gene family member T1)","RHOT1 RCJMB04_2p2","Gallus gallus (Chicken)","cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion transport along microtubule [GO:0047497]; small GTPase mediated signal transduction [GO:0007264]","GO:0003924; GO:0005509; GO:0005525; GO:0007264; GO:0019725; GO:0031307; GO:0047497; GO:0097345","0","PF08355;PF08356;PF00071;"
"CHOYP_BRAFLDRAFT_94906.1.1|m.59345","Eelgrass-Bare",0.265508494127545,0.406791333937345,0.652689651860772,16,0.52322436607765,0.975196210915423,NA,0,0,"sp|P90994|DJ11_CAEEL","DJ11_CAEEL","Glutathione-independent glyoxalase DJR-1.1 (EC 4.2.1.130) (Protein DJ-1 homolog 1)","djr-1.1 B0432.2","Caenorhabditis elegans","cellular response to glyoxal [GO:0036471]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to methylglyoxal [GO:0097238]; glycolate biosynthetic process [GO:0046295]; glyoxal catabolic process [GO:1903190]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]; negative regulation of neuron death [GO:1901215]; protein deglycosylation [GO:0006517]; protein repair [GO:0030091]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to toxic substance [GO:0009636]","GO:0003713; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0006517; GO:0009636; GO:0019172; GO:0019243; GO:0030091; GO:0036471; GO:0046295; GO:0070301; GO:0097238; GO:1901215; GO:1903190; GO:1990422","0","PF01965;"
"CHOYP_BRAFLDRAFT_96254.1.1|m.47860","Eelgrass-Bare",1.09808884852979,0.592812518152692,1.85233748428867,16,0.082517293622963,0.826917896950962,NA,0,0,"sp|Q9Z2D3|DFNA5_MOUSE","DFNA5_MOUSE","Non-syndromic hearing impairment protein 5 homolog","Dfna5 Dfna5h","Mus musculus (Mouse)","apoptotic process [GO:0006915]; inner ear receptor cell differentiation [GO:0060113]; negative regulation of cell proliferation [GO:0008285]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; sensory perception of sound [GO:0007605]","GO:0005737; GO:0006915; GO:0007605; GO:0008285; GO:0060113; GO:2001244","0","PF04598;"
"CHOYP_BRAFLDRAFT_97881.1.1|m.46581","Eelgrass-Bare",-0.199777968291943,0.702335294170816,-0.284448140297154,16,0.77971547536939,0.994769849747695,NA,0,0,"sp|O75182|SIN3B_HUMAN","SIN3B_HUMAN","Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)","SIN3B KIAA0700","Homo sapiens (Human)","cardiac muscle tissue development [GO:0048738]; cellular lipid metabolic process [GO:0044255]; histone deacetylation [GO:0016575]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; skeletal muscle tissue development [GO:0007519]; transcription, DNA-templated [GO:0006351]","GO:0000122; GO:0000805; GO:0000806; GO:0001106; GO:0001741; GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0007519; GO:0016575; GO:0016580; GO:0030849; GO:0044255; GO:0048738","0","PF02671;PF08295;PF16879;"
"CHOYP_BRAFLDRAFT_98740.4.7|m.53694","Eelgrass-Bare",-0.916092120056761,1.44329643111592,-0.634722085017881,15,0.535171748008715,0.979591620635068,NA,0.125,0.075,"sp|Q61555|FBN2_MOUSE","FBN2_MOUSE","Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]","Fbn2 Fbn-2","Mus musculus (Mouse)","bone trabecula formation [GO:0060346]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; embryonic limb morphogenesis [GO:0030326]; limb morphogenesis [GO:0035108]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; sequestering of TGFbeta in extracellular matrix [GO:0035583]","GO:0001527; GO:0005201; GO:0005509; GO:0005576; GO:0030326; GO:0030501; GO:0031012; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346","0","PF12662;PF07645;PF12661;PF00683;"
"CHOYP_BRAFLDRAFT_98895.1.2|m.27854","Eelgrass-Bare",0.657172632039311,0.587566629636032,1.11846486660823,16,0.279880468607588,0.890993706905979,NA,0,0,"sp|Q9H8W5|TRI45_HUMAN","TRI45_HUMAN","Tripartite motif-containing protein 45 (RING finger protein 99)","TRIM45 RNF99","Homo sapiens (Human)","bone development [GO:0060348]","GO:0005654; GO:0005737; GO:0008270; GO:0045171; GO:0060348","0","PF00630;PF00643;PF13445;"
"CHOYP_BRAFLDRAFT_98992.1.1|m.62815","Eelgrass-Bare",-0.775758140381952,0.510836372477984,-1.51860396435531,16,0.148373541624234,0.854358147564395,NA,0.0166666666666667,0.0166666666666667,"sp|P08503|ACADM_RAT","ACADM_RAT","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)","Acadm","Rattus norvegicus (Rat)","fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; lipid homeostasis [GO:0055088]; medium-chain fatty acid catabolic process [GO:0051793]; protein homotetramerization [GO:0051289]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to glucocorticoid [GO:0051384]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]","GO:0000062; GO:0003995; GO:0005739; GO:0005759; GO:0006635; GO:0007584; GO:0009055; GO:0009725; GO:0016853; GO:0031966; GO:0033539; GO:0042493; GO:0042802; GO:0046688; GO:0050660; GO:0051289; GO:0051384; GO:0051793; GO:0052890; GO:0055088; GO:0070991","PATHWAY: Lipid metabolism; mitochondrial fatty acid beta-oxidation.","PF00441;PF02770;PF02771;"
"CHOYP_BRAFLDRAFT_99018.1.1|m.14650","Eelgrass-Bare",-1.05947219711181,1.4388756476647,-0.736319499764511,16,0.472194764065578,0.967872444534173,NA,0,0,"sp|P55567|Y4MH_SINFN","Y4MH_SINFN","Uncharacterized protein y4mH","NGR_a02510 y4mH","Sinorhizobium fredii (strain NBRC 101917 / NGR234)","0","GO:0016787","0","PF04909;"
"CHOYP_BRAFLDRAFT_99083.1.1|m.11705","Eelgrass-Bare",0.753936509009787,0.341287027244529,2.20909805771668,16,0.0420965868169341,0.786895644121482,NA,0,0,"sp|Q9DAK2|PACRG_MOUSE","PACRG_MOUSE","Parkin coregulated gene protein homolog (Hypertension-related protein 1-like protein) (PARK2 coregulated gene protein)","Pacrg","Mus musculus (Mouse)","cellular response to unfolded protein [GO:0034620]; negative regulation of cell death [GO:0060548]; spermatid development [GO:0007286]","GO:0001664; GO:0003779; GO:0005634; GO:0005739; GO:0005829; GO:0005929; GO:0007286; GO:0030544; GO:0031072; GO:0031625; GO:0031982; GO:0034620; GO:0043005; GO:0043014; GO:0044297; GO:0048487; GO:0051087; GO:0051879; GO:0060548; GO:0097225","0","PF10274;"
"CHOYP_BRAFLDRAFT_99630.8.9|m.47878","Eelgrass-Bare",-2.15205670919929,1.67259555613869,-1.28665695738632,15,0.217717469478603,0.86344556610781,NA,0.05,0,"sp|Q02858|TIE2_MOUSE","TIE2_MOUSE","Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (HYK) (STK1) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (mTIE2) (p140 TEK) (CD antigen CD202b)","Tek Hyk Tie-2 Tie2","Mus musculus (Mouse)","angiogenesis [GO:0001525]; cell-matrix adhesion [GO:0007160]; endothelial cell proliferation [GO:0001935]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; hemopoiesis [GO:0030097]; leukocyte migration [GO:0050900]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; patterning of blood vessels [GO:0001569]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of angiogenesis [GO:0045765]; regulation of cell migration [GO:0030334]; regulation of endothelial cell proliferation [GO:0001936]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of NIK/NF-kappaB signaling [GO:1901222]; response to retinoic acid [GO:0032526]; single organismal cell-cell adhesion [GO:0016337]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446]; Tie signaling pathway [GO:0048014]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vasculogenesis [GO:0001570]","GO:0001525; GO:0001569; GO:0001570; GO:0001934; GO:0001935; GO:0001936; GO:0002040; GO:0002741; GO:0004713; GO:0004714; GO:0004872; GO:0005524; GO:0005576; GO:0005856; GO:0005886; GO:0005887; GO:0005902; GO:0005911; GO:0005925; GO:0007160; GO:0007169; GO:0007507; GO:0009925; GO:0009986; GO:0010595; GO:0014068; GO:0016021; GO:0016323; GO:0016324; GO:0016337; GO:0016525; GO:0018108; GO:0030097; GO:0030334; GO:0030949; GO:0032526; GO:0032878; GO:0033138; GO:0034446; GO:0042307; GO:0043066; GO:0043552; GO:0045121; GO:0045765; GO:0045766; GO:0045785; GO:0046777; GO:0048014; GO:0048471; GO:0050900; GO:0051259; GO:0051894; GO:0051897; GO:0060347; GO:0070374; GO:1901222; GO:1902533; GO:2000251; GO:2000352","0","PF00041;PF10430;PF07714;"
"CHOYP_BRAFLDRAFT_99641.1.1|m.63666","Eelgrass-Bare",-1.37450928647383,0.523602579480075,-2.62510029618013,16,0.0183784484521476,0.786895644121482,NA,0,0,"sp|Q2T9I5|RBM26_XENLA","RBM26_XENLA","RNA-binding protein 26 (RNA-binding motif protein 26)","rbm26","Xenopus laevis (African clawed frog)","mRNA processing [GO:0006397]; negative regulation of phosphatase activity [GO:0010923]","GO:0000166; GO:0003723; GO:0006397; GO:0010923; GO:0046872","0","PF01480;PF00076;"
"CHOYP_BRD4.1.1|m.55245","Eelgrass-Bare",0.179309785148408,0.771515482187871,0.232412426306624,16,0.819164439605973,0.994769849747695,NA,0.0166666666666667,0.0166666666666667,"sp|Q91Y44|BRDT_MOUSE","BRDT_MOUSE","Bromodomain testis-specific protein (Bromodomain-containing female sterile homeotic-like protein) (RING3-like protein)","Brdt Fsrg3","Mus musculus (Mouse)","cell differentiation [GO:0030154]; chromatin remodeling [GO:0006338]; covalent chromatin modification [GO:0016569]; histone displacement [GO:0001207]; male meiosis [GO:0007140]; male meiosis I [GO:0007141]; mRNA processing [GO:0006397]; positive regulation of transcription involved in meiotic cell cycle [GO:0051039]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]; transcription, DNA-templated [GO:0006351]","GO:0001207; GO:0005634; GO:0006338; GO:0006351; GO:0006397; GO:0007140; GO:0007141; GO:0007283; GO:0008380; GO:0016569; GO:0030154; GO:0042393; GO:0043484; GO:0051039; GO:0070577","0","PF17035;PF17105;PF00439;"
"CHOYP_BRX1.1.1|m.30421","Eelgrass-Bare",-1.87394293625065,1.01419042721926,-1.84772295809247,16,0.0832150302302945,0.826917896950962,NA,0,0,"sp|Q3SZZ0|BRX1_BOVIN","BRX1_BOVIN","Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)","BRIX1 BRIX BXDC2","Bos taurus (Bovine)","ribosomal large subunit assembly [GO:0000027]","GO:0000027; GO:0003723; GO:0005730; GO:0044822","0","PF04427;"
"CHOYP_BTKL.1.1|m.55270","Eelgrass-Bare",-0.129516198727407,0.212639461347473,-0.609088256275091,16,0.551017174720143,0.979591620635068,NA,0.00416666666666665,0.00416666666666667,"sp|Q14BI2|GRM2_MOUSE","GRM2_MOUSE","Metabotropic glutamate receptor 2 (mGluR2)","Grm2 Gprc1b Mglur2","Mus musculus (Mouse)","glutamate secretion [GO:0014047]; regulation of synaptic transmission, glutamatergic [GO:0051966]","GO:0001641; GO:0005246; GO:0005622; GO:0005887; GO:0014047; GO:0030054; GO:0030424; GO:0030425; GO:0042734; GO:0043005; GO:0051966","0","PF00003;PF01094;PF07562;"
"CHOYP_BTKL.1.1|m.55271","Eelgrass-Bare",-0.212377718704153,0.42345487706559,-0.501535653989544,16,0.622824631593332,0.979591620635068,NA,0.0642857142857143,0.0642857142857143,"sp|P42680|TEC_HUMAN","TEC_HUMAN","Tyrosine-protein kinase Tec (EC 2.7.10.2)","TEC PSCTK4","Homo sapiens (Human)","adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; cell differentiation [GO:0030154]; Fc-epsilon receptor signaling pathway [GO:0038095]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; intracellular signal transduction [GO:0035556]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; protein phosphorylation [GO:0006468]; regulation of cell proliferation [GO:0042127]; regulation of platelet activation [GO:0010543]; tissue regeneration [GO:0042246]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","GO:0002250; GO:0004715; GO:0005524; GO:0005543; GO:0005829; GO:0005856; GO:0006468; GO:0007169; GO:0007229; GO:0010543; GO:0018108; GO:0030154; GO:0031234; GO:0035556; GO:0038083; GO:0038095; GO:0042127; GO:0042246; GO:0045087; GO:0046872; GO:0050731; GO:0050853","0","PF00779;PF00169;PF07714;PF00017;PF00018;"
"CHOYP_BTZ.1.1|m.45914","Eelgrass-Bare",-0.212007687855758,0.58607084287254,-0.361744131164474,15,0.722588442555379,0.98810540699643,NA,0.05,0,"sp|A5D7H5|CASC3_BOVIN","CASC3_BOVIN","Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein homolog) (MLN 51 homolog) (Protein barentsz) (Btz)","CASC3 MLN51","Bos taurus (Bovine)","intracellular mRNA localization [GO:0008298]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]; RNA metabolic process [GO:0016070]; RNA splicing [GO:0008380]","GO:0000184; GO:0006397; GO:0006417; GO:0008298; GO:0008380; GO:0016070; GO:0016607; GO:0030529; GO:0035145; GO:0044822; GO:0048471; GO:0051028","0","PF09405;"
"CHOYP_BUD31.3.3|m.64519","Eelgrass-Bare",0.162995117752155,0.843597621623758,0.193214292660548,16,0.849222553707385,0.994769849747695,NA,0,0,"sp|Q962X9|BUD31_BRABE","BUD31_BRABE","Protein BUD31 homolog (Protein G10 homolog)","0","Branchiostoma belcheri (Amphioxus)","0","GO:0005634","0","PF01125;"
"CHOYP_BUP1.1.1|m.13641","Eelgrass-Bare",-1.18644738795746,0.654086533579768,-1.81389973198824,16,0.0884908523103227,0.826971515564547,NA,0,0,"sp|Q9UBR1|BUP1_HUMAN","BUP1_HUMAN","Beta-ureidopropionase (EC 3.5.1.6) (BUP-1) (Beta-alanine synthase) (N-carbamoyl-beta-alanine amidohydrolase)","UPB1 BUP1","Homo sapiens (Human)","beta-alanine biosynthetic process [GO:0019483]; pyrimidine nucleoside catabolic process [GO:0046135]","GO:0003837; GO:0005829; GO:0019483; GO:0046135; GO:0046872; GO:0070062","PATHWAY: Amino-acid biosynthesis; beta-alanine biosynthesis.","PF00795;"
"CHOYP_BZW1.1.1|m.44089","Eelgrass-Bare",-0.191205725406894,0.541416931041998,-0.353158009002238,16,0.728579881416372,0.988178700236432,NA,0,0,"sp|Q5ZLT7|BZW1_CHICK","BZW1_CHICK","Basic leucine zipper and W2 domain-containing protein 1","BZW1 RCJMB04_4o16","Gallus gallus (Chicken)","regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0005737; GO:0006351; GO:0006355; GO:0016020; GO:0044822","0","PF02020;"
"CHOYP_C1QL2.15.32|m.22816","Eelgrass-Bare",1.7519563963186,0.720419095761272,2.43185724341093,12,0.0316250198090937,0.786895644121482,NA,0.2,0,"sp|Q4ZJM9|C1QL4_MOUSE","C1QL4_MOUSE","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11) (C1qTNF11) (CTRP11)","C1ql4 C1qtnf11 Ctrp11","Mus musculus (Mouse)","negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]","GO:0005581; GO:0005615; GO:0042802; GO:0045599; GO:0048147; GO:0070373","0","PF00386;"
